station,model_a,model_b,DM,p
Chittagong,LSTM,SARIMA+ANN,1.236702623699286,0.21822473902020204
Chittagong,LSTM,SARIMA+SVR,1.595937345251624,0.11271040937060148
Chittagong,LSTM,SARIMA+XGB,1.623942370052354,0.1065903847671927
Chittagong,LSTM,SARIMA+LSTM,1.7395513153932074,0.08408951556216691
Chittagong,SARIMA+ANN,SNAIVE,-0.8108225533400316,0.418814985372967
Chittagong,SARIMA+ANN,SVR,1.0260232660374144,0.30661307390122783
Chittagong,SARIMA+ANN,XGB,-0.7324362225094945,0.4651011556701956
Chittagong,SARIMA+ANN,SARIMA+SVR,1.6304085963032406,0.1052158168262234
Chittagong,SARIMA+ANN,SARIMA+XGB,1.7439757284556467,0.08331219369792767
Chittagong,SARIMA+ANN,SARIMA+LSTM,2.2970288804952532,0.023069027395380724
Chittagong,SARIMA+SVR,SNAIVE,-1.4946324185338584,0.1372138387438801
Chittagong,SARIMA+SVR,SVR,-0.7825070220420194,0.43521052793786
Chittagong,SARIMA+SVR,XGB,-1.1521746403480975,0.25117185239550177
Chittagong,SARIMA+SVR,SARIMA+XGB,-0.14887980109461682,0.8818582284410287
Chittagong,SARIMA+XGB,SNAIVE,-1.555725442652915,0.12198380761220562
Chittagong,SARIMA+XGB,SVR,-0.826096986118522,0.4101252301149219
Chittagong,SARIMA+XGB,XGB,-1.1642420240399403,0.24626465273294323
Chittagong,SARIMA+LSTM,SNAIVE,-1.6099350547554165,0.10961733446702933
Chittagong,SARIMA+LSTM,SVR,-0.926848135963095,0.355567035189884
Chittagong,SARIMA+LSTM,XGB,-1.276797863693872,0.20374306129727723
Chittagong,SARIMA+LSTM,SARIMA+SVR,-0.1799544557648047,0.8574430791123956
Chittagong,SARIMA+LSTM,SARIMA+XGB,-0.2454932377977281,0.8064265183498526
Comilla,SNAIVE,SVR,2.25498651026751,0.025653043414268183
Comilla,SNAIVE,XGB,1.3826823181176764,0.16891773714524574
Comilla,SARIMA,SNAIVE,-2.8726643704490717,0.00469066324822628
Comilla,SARIMA,SVR,-0.407681821303232,0.6841169779105613
Comilla,SARIMA,XGB,-1.1065626483602145,0.2703410910273743
Comilla,SARIMA,SARIMA+ANN,-0.9319712561369659,0.3529221946404939
Comilla,SARIMA,SARIMA+SVR,0.3882228377754977,0.6984284764626464
Comilla,SARIMA,SARIMA+XGB,0.09396613769742979,0.9252675876173495
Comilla,SARIMA,SARIMA+LSTM,-0.09862815430354008,0.921571633399034
